Month,Symbol,Close,Volume,Date,
04/2020,AES,12.8,7036000,01/04/2020,
05/2020,AES,12.94,3957400,01/05/2020,
06/2020,AES,12.55,6523200,01/06/2020,
07/2020,AES,14.41,5702400,01/07/2020,
08/2020,AES,15.12,3457000,03/08/2020,
09/2020,AES,17.91,3914300,01/09/2020,
10/2020,AES,17.92,4895900,01/10/2020,
11/2020,AES,20,5621600,02/11/2020,
12/2020,AES,20.6,5935400,01/12/2020,
01/2020,AFL,53.35,3363200,02/01/2020,
02/2020,AFL,52.01,4109800,03/02/2020,
03/2020,AFL,45.29,6569000,02/03/2020,
04/2020,AFL,31.9,5237000,01/04/2020,
05/2020,AFL,36.62,3425200,01/05/2020,
06/2020,AFL,36.97,5017900,01/06/2020,
07/2020,AFL,35.39,3154600,01/07/2020,
08/2020,AFL,35.36,2937700,03/08/2020,
09/2020,AFL,36.7,3889300,01/09/2020,
10/2020,AFL,36.39,2482900,01/10/2020,
11/2020,AFL,35.52,4717900,02/11/2020,
12/2020,AFL,44.7,4043100,01/12/2020,
01/2020,A,85.95,1410500,02/01/2020,
02/2020,A,82.15,1919800,03/02/2020,
03/2020,A,81.97,3407500,02/03/2020,
04/2020,A,68.92,2173600,01/04/2020,
05/2020,A,74.21,1618600,01/05/2020,
06/2020,A,89.91,2477600,01/06/2020,
07/2020,A,88.11,1137000,01/07/2020,
08/2020,A,99.09,1994300,03/08/2020,
09/2020,A,101.12,1159700,01/09/2020,
10/2020,A,101.22,723600,01/10/2020,
11/2020,A,105.24,1572300,02/11/2020,
12/2020,A,115.36,1753700,01/12/2020,
01/2020,APD,231.14,1320500,02/01/2020,
02/2020,APD,243.01,1639600,03/02/2020,
03/2020,APD,230.65,1625400,02/03/2020,
04/2020,APD,189.28,1566500,01/04/2020,
05/2020,APD,222.25,827200,01/05/2020,
06/2020,APD,242.6,711700,01/06/2020,
07/2020,APD,243.75,1049100,01/07/2020,
08/2020,APD,278.41,1731000,03/08/2020,
09/2020,APD,302.73,1071700,01/09/2020,
10/2020,APD,294.67,1316700,01/10/2020,
11/2020,APD,286.69,690200,02/11/2020,
12/2020,APD,283.18,1259700,01/12/2020,
01/2020,AKAM,87.64,1079900,02/01/2020,
02/2020,AKAM,93.68,820300,03/02/2020,
03/2020,AKAM,90.91,1726600,02/03/2020,
04/2020,AKAM,91.6,2357800,01/04/2020,
05/2020,AKAM,95.86,1913800,01/05/2020,
06/2020,AKAM,105.71,1695600,01/06/2020,
07/2020,AKAM,106.33,1746400,01/07/2020,
08/2020,AKAM,112.98,1212000,03/08/2020,
09/2020,AKAM,119.03,1936000,01/09/2020,
10/2020,AKAM,109.93,1440500,01/10/2020,
11/2020,AKAM,95.81,1487100,02/11/2020,
12/2020,AKAM,104.21,1768900,01/12/2020,
01/2020,ALK,68.17,1396600,02/01/2020,
02/2020,ALK,64.65,1696900,03/02/2020,
03/2020,ALK,50.03,3075000,02/03/2020,
04/2020,ALK,26.35,3350000,01/04/2020,
05/2020,ALK,30.11,2392700,01/05/2020,
06/2020,ALK,36.11,2884600,01/06/2020,
07/2020,ALK,35.7,3146800,01/07/2020,
08/2020,ALK,34,2632900,03/08/2020,
09/2020,ALK,39.15,2281500,01/09/2020,
10/2020,ALK,36.91,1858700,01/10/2020,
11/2020,ALK,38.27,1722800,02/11/2020,
12/2020,ALK,50.94,1428300,01/12/2020,
01/2020,ALB,72.61,1620800,02/01/2020,
02/2020,ALB,80.79,2220200,03/02/2020,
03/2020,ALB,84.3,1661200,02/03/2020,
04/2020,ALB,54.84,2253900,01/04/2020,
05/2020,ALB,57.44,1924900,01/05/2020,
06/2020,ALB,77.42,1061900,01/06/2020,
07/2020,ALB,76.06,891600,01/07/2020,
08/2020,ALB,83.33,1124700,03/08/2020,
09/2020,ALB,97.39,1561100,01/09/2020,
10/2020,ALB,86.73,1371800,01/10/2020,
11/2020,ALB,96.84,924900,02/11/2020,
12/2020,ALB,135.88,1719800,01/12/2020,
01/2020,ARE,159.73,1094900,02/01/2020,
02/2020,ARE,164.81,1126700,03/02/2020,
03/2020,ARE,155.58,1201500,02/03/2020,
04/2020,ARE,131.24,979500,01/04/2020,
05/2020,ARE,150.99,703900,01/05/2020,
06/2020,ARE,154.1,616200,01/06/2020,
07/2020,ARE,165.41,656700,01/07/2020,
08/2020,ARE,176.33,518100,03/08/2020,
09/2020,ARE,166.54,529700,01/09/2020,
10/2020,ARE,163.19,671700,01/10/2020,
11/2020,ARE,154.92,1104500,02/11/2020,
12/2020,ARE,168.11,817100,01/12/2020,
01/2020,ALGN,283.68,789700,02/01/2020,
02/2020,ALGN,253.02,1142900,03/02/2020,
03/2020,ALGN,230.22,1325200,02/03/2020,
04/2020,ALGN,157.2,1513100,01/04/2020,
05/2020,ALGN,203.26,1341800,01/05/2020,
06/2020,ALGN,250.55,806400,01/06/2020,
07/2020,ALGN,273.84,690200,01/07/2020,
08/2020,ALGN,287.36,627400,03/08/2020,
09/2020,ALGN,305.43,714000,01/09/2020,
10/2020,ALGN,317.61,856900,01/10/2020,
11/2020,ALGN,458.44,1247300,02/11/2020,
12/2020,ALGN,500.1,1162100,01/12/2020,
01/2020,ALLE,125.39,572400,02/01/2020,
02/2020,ALLE,132.18,722300,03/02/2020,
03/2020,ALLE,120.86,912700,02/03/2020,
04/2020,ALLE,84.59,1061000,01/04/2020,
05/2020,ALLE,97.48,705900,01/05/2020,
06/2020,ALLE,100.65,480400,01/06/2020,
07/2020,ALLE,101.89,804500,01/07/2020,
08/2020,ALLE,100.45,703500,03/08/2020,
09/2020,ALLE,102.1,593700,01/09/2020,
10/2020,ALLE,98.5,872400,01/10/2020,
11/2020,ALLE,101.51,901900,02/11/2020,
12/2020,ALLE,115,734500,01/12/2020,
01/2020,LNT,53.63,1387300,02/01/2020,
02/2020,LNT,59.52,1246100,03/02/2020,
03/2020,LNT,55.36,2205300,02/03/2020,
04/2020,LNT,44.97,1889300,01/04/2020,
05/2020,LNT,47.25,1391500,01/05/2020,
06/2020,LNT,49.46,989300,01/06/2020,
07/2020,LNT,48.76,959700,01/07/2020,
08/2020,LNT,53.51,785900,03/08/2020,
09/2020,LNT,53.48,996000,01/09/2020,
10/2020,LNT,52.33,1596600,01/10/2020,
11/2020,LNT,56.69,1342500,02/11/2020,
12/2020,LNT,53.37,1355900,01/12/2020,
01/2020,ALL,112.82,1212400,02/01/2020,
02/2020,ALL,119.05,1439300,03/02/2020,
03/2020,ALL,112.67,2794600,02/03/2020,
04/2020,ALL,86.4,2684000,01/04/2020,
05/2020,ALL,99.74,2186100,01/05/2020,
06/2020,ALL,99.07,1601100,01/06/2020,
07/2020,ALL,95.53,1611000,01/07/2020,
08/2020,ALL,96.19,1982700,03/08/2020,
09/2020,ALL,92.96,1890400,01/09/2020,
10/2020,ALL,92.26,2662500,01/10/2020,
11/2020,ALL,90.9,1922400,02/11/2020,
12/2020,ALL,104.29,2299000,01/12/2020,
01/2020,GOOGL,1368.68,1363900,02/01/2020,
02/2020,GOOGL,1482.6,3581800,03/02/2020,
03/2020,GOOGL,1386.32,2771500,02/03/2020,
04/2020,GOOGL,1102.1,2598500,01/04/2020,
05/2020,GOOGL,1317.32,2443600,01/05/2020,
06/2020,GOOGL,1434.87,1258100,01/06/2020,
07/2020,GOOGL,1442,2109100,01/07/2020,
08/2020,GOOGL,1482.76,2274100,03/08/2020,
09/2020,GOOGL,1655.08,1132600,01/09/2020,
10/2020,GOOGL,1487.9,1644200,01/10/2020,
11/2020,GOOGL,1624.32,2211400,02/11/2020,
12/2020,GOOGL,1795.36,1867500,01/12/2020,
01/2020,GOOG,1367.37,1406600,02/01/2020,
02/2020,GOOG,1485.94,3036800,03/02/2020,
03/2020,GOOG,1389.11,2431500,02/03/2020,
04/2020,GOOG,1105.62,2344200,01/04/2020,
05/2020,GOOG,1320.61,2072500,01/05/2020,
06/2020,GOOG,1431.82,1217100,01/06/2020,
07/2020,GOOG,1438.04,1775200,01/07/2020,
08/2020,GOOG,1474.45,2330200,03/08/2020,
09/2020,GOOG,1660.71,1825300,01/09/2020,
10/2020,GOOG,1490.09,1779500,01/10/2020,
11/2020,GOOG,1626.03,2535400,02/11/2020,
12/2020,GOOG,1798.1,1736900,01/12/2020,
01/2020,MO,49.25,8717200,02/01/2020,
02/2020,MO,46.26,10197600,03/02/2020,
03/2020,MO,42.07,14560000,02/03/2020,
04/2020,MO,37.61,18310500,01/04/2020,
05/2020,MO,37.91,11765500,01/05/2020,
06/2020,MO,39.18,6573400,01/06/2020,
07/2020,MO,39.24,6326100,01/07/2020,
08/2020,MO,41.01,6063800,03/08/2020,
09/2020,MO,43.12,7105300,01/09/2020,
10/2020,MO,38.92,7656100,01/10/2020,
11/2020,MO,36.48,9370800,02/11/2020,
12/2020,MO,40.49,10720500,01/12/2020,
01/2020,AMZN,1898.01,4029000,02/01/2020,
02/2020,AMZN,2004.2,5891700,03/02/2020,
03/2020,AMZN,1953.95,6761700,02/03/2020,
04/2020,AMZN,1907.7,4121900,01/04/2020,
05/2020,AMZN,2286.04,9772600,01/05/2020,
06/2020,AMZN,2471.04,2928900,01/06/2020,
07/2020,AMZN,2878.7,6363400,01/07/2020,
08/2020,AMZN,3111.89,5074700,03/08/2020,
09/2020,AMZN,3499.12,3432200,01/09/2020,
10/2020,AMZN,3221.26,4971900,01/10/2020,
11/2020,AMZN,3004.48,7257400,02/11/2020,
12/2020,AMZN,3220.08,4537000,01/12/2020,
01/2020,AMCR,10.63,10029700,02/01/2020,
02/2020,AMCR,10.68,12881300,03/02/2020,
03/2020,AMCR,9.79,10196600,02/03/2020,
04/2020,AMCR,7.86,11719700,01/04/2020,
05/2020,AMCR,8.68,4097600,01/05/2020,
06/2020,AMCR,10.18,6712200,01/06/2020,
07/2020,AMCR,10.33,8278300,01/07/2020,
08/2020,AMCR,10.44,8996300,03/08/2020,
09/2020,AMCR,11.24,7595300,01/09/2020,
10/2020,AMCR,11.01,7317500,01/10/2020,
11/2020,AMCR,10.85,6030300,02/11/2020,
12/2020,AMCR,11.53,4601200,01/12/2020,
01/2020,AEE,76.05,1460900,02/01/2020,
02/2020,AEE,82.63,1105700,03/02/2020,
03/2020,AEE,84.42,2835700,02/03/2020,
04/2020,AEE,67.73,1976800,01/04/2020,
05/2020,AEE,71.45,1520200,01/05/2020,
06/2020,AEE,74.37,1037900,01/06/2020,
07/2020,AEE,72.49,1782100,01/07/2020,
08/2020,AEE,79.28,1211900,03/08/2020,
09/2020,AEE,78.48,664900,01/09/2020,
10/2020,AEE,79.86,1060800,01/10/2020,
11/2020,AEE,83.21,1109700,02/11/2020,
12/2020,AEE,78.51,1246100,01/12/2020,
01/2020,AAL,29.09,6451100,02/01/2020,
02/2020,AAL,27.16,7630400,03/02/2020,
03/2020,AAL,18.86,38738000,02/03/2020,
04/2020,AAL,10.69,56854400,01/04/2020,
05/2020,AAL,10.64,99441400,01/05/2020,
06/2020,AAL,11.11,50313500,01/06/2020,
07/2020,AAL,12.81,1.17E+08,01/07/2020,
08/2020,AAL,11.08,48264000,03/08/2020,
09/2020,AAL,13.1,72849700,01/09/2020,
10/2020,AAL,12.58,48842000,01/10/2020,
11/2020,AAL,11.19,41094500,02/11/2020,
12/2020,AAL,14.27,76061200,01/12/2020,
01/2020,AEP,93.46,1779700,02/01/2020,
02/2020,AEP,104.22,3671500,03/02/2020,
03/2020,AEP,95.09,4936200,02/03/2020,
04/2020,AEP,74.57,3570100,01/04/2020,
05/2020,AEP,81.39,2742100,01/05/2020,
06/2020,AEP,86.14,1711500,01/06/2020,
07/2020,AEP,82,2378100,01/07/2020,
08/2020,AEP,85.77,2088500,03/08/2020,
09/2020,AEP,77.82,3172100,01/09/2020,
10/2020,AEP,83.06,2365600,01/10/2020,
11/2020,AEP,91.23,3171400,02/11/2020,
12/2020,AEP,85.21,3362600,01/12/2020,
01/2020,AXP,125.85,2708000,02/01/2020,
02/2020,AXP,131,2721900,03/02/2020,
03/2020,AXP,113.87,9851600,02/03/2020,
04/2020,AXP,77.84,8313400,01/04/2020,
05/2020,AXP,88.32,4620200,01/05/2020,
06/2020,AXP,96.75,4269500,01/06/2020,
07/2020,AXP,94.05,3301000,01/07/2020,
08/2020,AXP,93.54,2869000,03/08/2020,
09/2020,AXP,102.47,3142500,01/09/2020,
10/2020,AXP,101.33,4179300,01/10/2020,
11/2020,AXP,93.4,3572900,02/11/2020,
12/2020,AXP,119.93,3583400,01/12/2020,
01/2020,AIG,51.76,3104600,02/01/2020,
02/2020,AIG,51.16,2916600,03/02/2020,
03/2020,AIG,42.85,10262100,02/03/2020,
04/2020,AIG,21.61,10498700,01/04/2020,
05/2020,AIG,23.9,6410000,01/05/2020,
06/2020,AIG,30.55,4297800,01/06/2020,
07/2020,AIG,29.58,6984500,01/07/2020,
08/2020,AIG,32.14,5834900,03/08/2020,
09/2020,AIG,29.15,4930500,01/09/2020,
10/2020,AIG,27.72,5155400,01/10/2020,
11/2020,AIG,32.45,7278700,02/11/2020,
12/2020,AIG,39.31,6245700,01/12/2020,
01/2020,AMT,228.5,1426000,02/01/2020,
02/2020,AMT,234.07,1560200,03/02/2020,
03/2020,AMT,240.75,2718500,02/03/2020,
04/2020,AMT,206.97,3772000,01/04/2020,
05/2020,AMT,234.2,1896800,01/05/2020,
06/2020,AMT,264.31,2035000,01/06/2020,
07/2020,AMT,265.39,1207200,01/07/2020,
08/2020,AMT,256.58,1504600,03/08/2020,
09/2020,AMT,248.03,1085000,01/09/2020,
10/2020,AMT,242.15,2500800,01/10/2020,
11/2020,AMT,233.49,1551200,02/11/2020,
12/2020,AMT,235.83,2471000,01/12/2020,
01/2020,AWK,120.2,1618900,02/01/2020,
02/2020,AWK,136.52,1253800,03/02/2020,
03/2020,AWK,130.84,1860400,02/03/2020,
04/2020,AWK,112.8,1355700,01/04/2020,
05/2020,AWK,119.2,820800,01/05/2020,
06/2020,AWK,127.77,794200,01/06/2020,
07/2020,AWK,130.62,766900,01/07/2020,
08/2020,AWK,147.06,582400,03/08/2020,
09/2020,AWK,140.17,451700,01/09/2020,
10/2020,AWK,148.57,1478200,01/10/2020,
11/2020,AWK,154.3,731300,02/11/2020,
12/2020,AWK,154.3,797200,01/12/2020,
01/2020,AMP,169.23,822100,02/01/2020,
02/2020,AMP,167.46,864900,03/02/2020,
03/2020,AMP,150.86,1482600,02/03/2020,
04/2020,AMP,94.31,1205900,01/04/2020,
05/2020,AMP,111.26,644400,01/05/2020,
06/2020,AMP,143.94,701400,01/06/2020,
07/2020,AMP,145.83,797400,01/07/2020,
08/2020,AMP,155.69,583800,03/08/2020,
09/2020,AMP,157.16,688900,01/09/2020,
10/2020,AMP,155.31,596400,01/10/2020,
11/2020,AMP,164.45,517200,02/11/2020,
12/2020,AMP,190.25,773700,01/12/2020,
01/2020,ABC,85.08,817600,02/01/2020,
02/2020,ABC,85.7,1014600,03/02/2020,
03/2020,ABC,87.16,4528000,02/03/2020,
04/2020,ABC,86.23,1336300,01/04/2020,
05/2020,ABC,86.38,1120800,01/05/2020,
06/2020,ABC,95.15,1012600,01/06/2020,
07/2020,ABC,99.45,1001100,01/07/2020,
08/2020,ABC,104.48,1202400,03/08/2020,
09/2020,ABC,94.3,1055600,01/09/2020,
10/2020,ABC,95.36,730600,01/10/2020,
11/2020,ABC,98.94,1519300,02/11/2020,
12/2020,ABC,102.19,999100,01/12/2020,
01/2020,AME,100.8,1108200,02/01/2020,
02/2020,AME,97.72,1316900,03/02/2020,
03/2020,AME,90.02,3211400,02/03/2020,
04/2020,AME,69.81,2119800,01/04/2020,
05/2020,AME,80.49,1210300,01/05/2020,
06/2020,AME,92.02,1075400,01/06/2020,
07/2020,AME,87.59,1138400,01/07/2020,
08/2020,AME,94.95,1333500,03/08/2020,
09/2020,AME,102.02,533700,01/09/2020,
10/2020,AME,99.85,1046600,01/10/2020,
11/2020,AME,102.27,1178700,02/11/2020,
12/2020,AME,117.24,1241900,01/12/2020,
01/2020,AMGN,240.1,2088000,02/01/2020,
02/2020,AMGN,216.88,2565400,03/02/2020,
03/2020,AMGN,212.2,4245700,02/03/2020,
04/2020,AMGN,197.81,2747900,01/04/2020,
05/2020,AMGN,230.98,3045400,01/05/2020,
06/2020,AMGN,226.91,1816700,01/06/2020,
07/2020,AMGN,255.12,6575800,01/07/2020,
08/2020,AMGN,247.36,1853900,03/08/2020,
09/2020,AMGN,250.86,2869000,01/09/2020,
10/2020,AMGN,255.39,2428300,01/10/2020,
11/2020,AMGN,220.21,2029000,02/11/2020,
12/2020,AMGN,225.08,3050600,01/12/2020,
01/2020,APH,54.62,2343000,02/01/2020,
02/2020,APH,49.97,2971200,03/02/2020,
03/2020,APH,47.47,5079600,02/03/2020,
04/2020,APH,34.76,5700800,01/04/2020,
05/2020,APH,42.75,3238000,01/05/2020,
06/2020,APH,48.87,2753600,01/06/2020,
07/2020,APH,47.54,2931000,01/07/2020,
08/2020,APH,53.69,2219000,03/08/2020,
09/2020,APH,55.4,2508400,01/09/2020,
10/2020,APH,54.9,2059200,01/10/2020,
11/2020,APH,57.53,3006800,02/11/2020,
12/2020,APH,65.81,3764000,01/12/2020,
01/2020,ADI,120.43,1279300,02/01/2020,
02/2020,ADI,110,2134800,03/02/2020,
03/2020,ADI,111.27,3979400,02/03/2020,
04/2020,ADI,84.09,3231900,01/04/2020,
05/2020,ADI,103.64,2782100,01/05/2020,
06/2020,ADI,112.78,1209500,01/06/2020,
07/2020,ADI,120.37,1587300,01/07/2020,
08/2020,ADI,116.57,3068200,03/08/2020,
09/2020,ADI,118.76,2787000,01/09/2020,
10/2020,ADI,118.99,3092800,01/10/2020,
11/2020,ADI,118.48,2445300,02/11/2020,
12/2020,ADI,140.73,3161000,01/12/2020,
01/2020,ANSS,259.59,657900,02/01/2020,
02/2020,ANSS,281.33,631200,03/02/2020,
03/2020,ANSS,258.81,1386600,02/03/2020,
04/2020,ANSS,211.25,920000,01/04/2020,
05/2020,ANSS,255.64,580900,01/05/2020,
06/2020,ANSS,286.7,536700,01/06/2020,
07/2020,ANSS,294.32,400800,01/07/2020,
08/2020,ANSS,315.23,370900,03/08/2020,
09/2020,ANSS,343.89,342500,01/09/2020,
10/2020,ANSS,334.8,494000,01/10/2020,
11/2020,ANSS,311.23,457500,02/11/2020,
12/2020,ANSS,340.85,397500,01/12/2020,
01/2020,ANTM,300.87,1200500,02/01/2020,
02/2020,ANTM,266.43,1925500,03/02/2020,
03/2020,ANTM,271.27,3317500,02/03/2020,
04/2020,ANTM,214.3,2225900,01/04/2020,
05/2020,ANTM,269.57,1240800,01/05/2020,
06/2020,ANTM,290.03,1470800,01/06/2020,
07/2020,ANTM,268.68,1110100,01/07/2020,
08/2020,ANTM,270.75,988000,03/08/2020,
09/2020,ANTM,273.08,1712800,01/09/2020,
10/2020,ANTM,270.17,918100,01/10/2020,
11/2020,ANTM,278.25,2193900,02/11/2020,
12/2020,ANTM,313.9,1364200,01/12/2020,
01/2020,AON,208.79,830100,02/01/2020,
02/2020,AON,225.03,1193200,03/02/2020,
03/2020,AON,221.06,2083000,02/03/2020,
04/2020,AON,153.68,1330300,01/04/2020,
05/2020,AON,178.21,2029400,01/05/2020,
06/2020,AON,196.14,1182900,01/06/2020,
07/2020,AON,191.14,1065700,01/07/2020,
08/2020,AON,200.23,1743700,03/08/2020,
09/2020,AON,202.65,1441700,01/09/2020,
10/2020,AON,206.18,1391900,01/10/2020,
11/2020,AON,180.64,2451100,02/11/2020,
12/2020,AON,210.69,1690300,01/12/2020,
01/2020,AOS,47.77,1093200,02/01/2020,
02/2020,AOS,42.28,2547200,03/02/2020,
03/2020,AOS,41,3068200,02/03/2020,
04/2020,AOS,35.61,2217100,01/04/2020,
05/2020,AOS,41.65,1197100,01/05/2020,
06/2020,AOS,47.32,1067100,01/06/2020,
07/2020,AOS,46.3,938200,01/07/2020,
08/2020,AOS,48.37,1030100,03/08/2020,
09/2020,AOS,49.33,778000,01/09/2020,
10/2020,AOS,53.59,959800,01/10/2020,
11/2020,AOS,52.85,1062600,02/11/2020,
12/2020,AOS,55.06,1888900,01/12/2020,
01/2020,APA,25.36,3395100,02/01/2020,
02/2020,APA,27.56,4021900,03/02/2020,
03/2020,APA,25.52,8987000,02/03/2020,
04/2020,APA,4.02,22611200,01/04/2020,
05/2020,APA,11.28,24359500,01/05/2020,
06/2020,APA,11.73,24871300,01/06/2020,
07/2020,APA,13,22681800,01/07/2020,
08/2020,APA,15.72,22821400,03/08/2020,
09/2020,APA,14.94,6811800,01/09/2020,
10/2020,APA,9.31,15803500,01/10/2020,
11/2020,APA,8.89,12978600,02/11/2020,
12/2020,APA,12.37,12469800,01/12/2020,
01/2020,AAPL,75.09,1.35E+08,02/01/2020,
02/2020,AAPL,77.17,1.74E+08,03/02/2020,
03/2020,AAPL,74.7,3.41E+08,02/03/2020,
04/2020,AAPL,60.23,1.76E+08,01/04/2020,
05/2020,AAPL,72.27,2.41E+08,01/05/2020,
06/2020,AAPL,80.46,80791200,01/06/2020,
07/2020,AAPL,91.03,1.11E+08,01/07/2020,
08/2020,AAPL,108.94,3.08E+08,03/08/2020,
09/2020,AAPL,134.18,1.52E+08,01/09/2020,
10/2020,AAPL,116.79,1.16E+08,01/10/2020,
11/2020,AAPL,108.77,1.23E+08,02/11/2020,
12/2020,AAPL,122.72,1.28E+08,01/12/2020,
01/2020,AMAT,62.2,6647900,02/01/2020,
02/2020,AMAT,59.72,7847300,03/02/2020,
03/2020,AMAT,60.16,10795200,02/03/2020,
04/2020,AMAT,43.3,10665900,01/04/2020,
05/2020,AMAT,46.89,13583100,01/05/2020,
06/2020,AMAT,55.69,5374800,01/06/2020,
07/2020,AMAT,59.68,5305200,01/07/2020,
08/2020,AMAT,65.01,5540600,03/08/2020,
09/2020,AMAT,61.89,7919800,01/09/2020,
10/2020,AMAT,60.65,7542800,01/10/2020,
11/2020,AMAT,60.33,7475100,02/11/2020,
12/2020,AMAT,84.27,7041400,01/12/2020,
01/2020,APTV,96.31,1655300,02/01/2020,
02/2020,APTV,86.72,1647800,03/02/2020,
03/2020,APTV,82.17,2572200,02/03/2020,
04/2020,APTV,45.92,2548400,01/04/2020,
05/2020,APTV,65.75,1743200,01/05/2020,
06/2020,APTV,76.64,1431300,01/06/2020,
07/2020,APTV,75.42,1678400,01/07/2020,
08/2020,APTV,79.72,1503500,03/08/2020,
09/2020,APTV,87.05,1075400,01/09/2020,
10/2020,APTV,93.96,2137400,01/10/2020,
11/2020,APTV,97.88,2237000,02/11/2020,
12/2020,APTV,122.21,2379500,01/12/2020,
01/2020,ADM,46.11,3081000,02/01/2020,
02/2020,ADM,44.96,3939400,03/02/2020,
03/2020,ADM,38.84,4829300,02/03/2020,
04/2020,ADM,33.87,3496900,01/04/2020,
05/2020,ADM,35.12,2772900,01/05/2020,
06/2020,ADM,38.89,2563100,01/06/2020,
07/2020,ADM,39.41,1991300,01/07/2020,
08/2020,ADM,42.93,2236200,03/08/2020,
09/2020,ADM,45.14,2805500,01/09/2020,
10/2020,ADM,46.6,1997000,01/10/2020,
11/2020,ADM,48.56,4924800,02/11/2020,
12/2020,ADM,50.11,2373000,01/12/2020,
01/2020,ANET,51.18,2498000,02/01/2020,
02/2020,ANET,56.32,2257600,03/02/2020,
03/2020,ANET,49.15,3664800,02/03/2020,
04/2020,ANET,48.19,3440800,01/04/2020,
05/2020,ANET,51.91,3046800,01/05/2020,
06/2020,ANET,58.66,2163600,01/06/2020,
07/2020,ANET,52.36,2627200,01/07/2020,
08/2020,ANET,65.13,3047600,03/08/2020,
09/2020,ANET,56.03,2112000,01/09/2020,
10/2020,ANET,51.76,2670400,01/10/2020,
11/2020,ANET,54.03,6803600,02/11/2020,
12/2020,ANET,68.25,1855200,01/12/2020,
01/2020,AJG,95.51,724500,02/01/2020,
02/2020,AJG,104.26,1035700,03/02/2020,
03/2020,AJG,103.51,1815500,02/03/2020,
04/2020,AJG,77,1603900,01/04/2020,
05/2020,AJG,77.51,1848600,01/05/2020,
06/2020,AJG,94.46,946900,01/06/2020,
07/2020,AJG,97.35,714700,01/07/2020,
08/2020,AJG,106.09,861700,03/08/2020,
09/2020,AJG,105.69,748800,01/09/2020,
10/2020,AJG,105.61,745000,01/10/2020,
11/2020,AJG,106.53,1092700,02/11/2020,
12/2020,AJG,116.71,672800,01/12/2020,
01/2020,AIZ,132.36,332800,02/01/2020,
02/2020,AIZ,132.75,487700,03/02/2020,
03/2020,AIZ,127.89,553200,02/03/2020,
04/2020,AIZ,102.12,578600,01/04/2020,
05/2020,AIZ,102.32,440500,01/05/2020,
06/2020,AIZ,103.06,324400,01/06/2020,
07/2020,AIZ,101.07,360400,01/07/2020,
08/2020,AIZ,107.29,352700,03/08/2020,
09/2020,AIZ,123.15,354700,01/09/2020,
10/2020,AIZ,122.47,322200,01/10/2020,
11/2020,AIZ,129.93,881800,02/11/2020,
12/2020,AIZ,131.36,455700,01/12/2020,
01/2020,T,38.86,32602300,02/01/2020,
02/2020,T,36.96,40780500,03/02/2020,
03/2020,T,37.18,68432800,02/03/2020,
04/2020,T,28.05,54646000,01/04/2020,
05/2020,T,29.9,36851300,01/05/2020,
06/2020,T,30.93,24945200,01/06/2020,
07/2020,T,29.9,30972800,01/07/2020,
08/2020,T,29.62,38979200,03/08/2020,
09/2020,T,29.47,46519500,01/09/2020,
10/2020,T,28.49,28640500,01/10/2020,
11/2020,T,27.34,48052100,02/11/2020,
12/2020,T,28.87,42055900,01/12/2020,
01/2020,ATO,110.38,906900,02/01/2020,
02/2020,ATO,118.67,1245900,03/02/2020,
03/2020,ATO,107.89,1877500,02/03/2020,
04/2020,ATO,94.64,999500,01/04/2020,
05/2020,ATO,100.1,626700,01/05/2020,
06/2020,ATO,102.95,861300,01/06/2020,
07/2020,ATO,100.69,606200,01/07/2020,
08/2020,ATO,105.31,543700,03/08/2020,
09/2020,ATO,97.43,839000,01/09/2020,
10/2020,ATO,95.47,1124600,01/10/2020,
11/2020,ATO,95.51,865800,02/11/2020,
12/2020,ATO,96.64,1030100,01/12/2020,
01/2020,ADSK,187.83,1515000,02/01/2020,
02/2020,ADSK,199.26,888300,03/02/2020,
03/2020,ADSK,190.83,2698800,02/03/2020,
04/2020,ADSK,139.22,3185100,01/04/2020,
05/2020,ADSK,174.9,2061600,01/05/2020,
06/2020,ADSK,219.29,2745600,01/06/2020,
07/2020,ADSK,241.22,1275300,01/07/2020,
08/2020,ADSK,239.48,1269300,03/08/2020,
09/2020,ADSK,253.51,1413400,01/09/2020,
10/2020,ADSK,233.96,1438800,01/10/2020,
11/2020,ADSK,240.74,1728400,02/11/2020,
12/2020,ADSK,279.11,1753700,01/12/2020,
01/2020,ADP,170.32,1364600,02/01/2020,
02/2020,ADP,173.94,2162800,03/02/2020,
03/2020,ADP,163,3194400,02/03/2020,
04/2020,ADP,129.72,2905400,01/04/2020,
05/2020,ADP,140.42,2617000,01/05/2020,
06/2020,ADP,145.55,2374100,01/06/2020,
07/2020,ADP,149.11,1381300,01/07/2020,
08/2020,ADP,134.46,2962200,03/08/2020,
09/2020,ADP,138.53,1615700,01/09/2020,
10/2020,ADP,137.7,2023100,01/10/2020,
11/2020,ADP,161.46,2742500,02/11/2020,
12/2020,ADP,174.67,2270500,01/12/2020,
01/2020,AZO,1189.74,212200,02/01/2020,
02/2020,AZO,1050.45,262500,03/02/2020,
03/2020,AZO,1046.89,487800,02/03/2020,
04/2020,AZO,776.86,414000,01/04/2020,
05/2020,AZO,994.45,251000,01/05/2020,
06/2020,AZO,1138.2,175400,01/06/2020,
07/2020,AZO,1130.48,251200,01/07/2020,
08/2020,AZO,1206.9,158500,03/08/2020,
09/2020,AZO,1222.43,206500,01/09/2020,
10/2020,AZO,1181.72,222700,01/10/2020,
