Month,Symbol,Close,Volume,Date,
11/2020,AZO,1141.15,242800,02/11/2020,
12/2020,AZO,1164.84,260300,01/12/2020,
01/2020,AVB,207.24,817400,02/01/2020,
02/2020,AVB,216.69,499900,03/02/2020,
03/2020,AVB,209.67,1275700,02/03/2020,
04/2020,AVB,138.02,2248000,01/04/2020,
05/2020,AVB,158.44,979500,01/05/2020,
06/2020,AVB,160.42,1047500,01/06/2020,
07/2020,AVB,159.05,690000,01/07/2020,
08/2020,AVB,149.93,951100,03/08/2020,
09/2020,AVB,158.2,1127300,01/09/2020,
10/2020,AVB,155.6,1140100,01/10/2020,
11/2020,AVB,145.34,1180800,02/11/2020,
12/2020,AVB,167.45,907200,01/12/2020,
01/2020,AVY,129.31,699300,02/01/2020,
02/2020,AVY,133.98,558700,03/02/2020,
03/2020,AVY,120.01,951400,02/03/2020,
04/2020,AVY,95.93,809200,01/04/2020,
05/2020,AVY,108.07,469200,01/05/2020,
06/2020,AVY,112.97,493200,01/06/2020,
07/2020,AVY,114.02,492500,01/07/2020,
08/2020,AVY,112.81,480700,03/08/2020,
09/2020,AVY,117.66,521800,01/09/2020,
10/2020,AVY,124.65,679900,01/10/2020,
11/2020,AVY,141.7,480800,02/11/2020,
12/2020,AVY,151.75,399500,01/12/2020,
01/2020,BKR,25.61,4714900,02/01/2020,
02/2020,BKR,21.51,4837000,03/02/2020,
03/2020,BKR,17.17,10606600,02/03/2020,
04/2020,BKR,9.8,9627800,01/04/2020,
05/2020,BKR,13.7,5571500,01/05/2020,
06/2020,BKR,16.33,4898700,01/06/2020,
07/2020,BKR,15.41,8575900,01/07/2020,
08/2020,BKR,15.63,5234900,03/08/2020,
09/2020,BKR,13.88,6092100,01/09/2020,
10/2020,BKR,12.76,5442600,01/10/2020,
11/2020,BKR,15.71,10397600,02/11/2020,
12/2020,BKR,19.23,6500100,01/12/2020,
01/2020,BLL,63.88,2178900,02/01/2020,
02/2020,BLL,74.15,2747700,03/02/2020,
03/2020,BLL,75.17,2610800,02/03/2020,
04/2020,BLL,64.17,3267400,01/04/2020,
05/2020,BLL,65.61,1610300,01/05/2020,
06/2020,BLL,71.17,1470000,01/06/2020,
07/2020,BLL,70.68,2056600,01/07/2020,
08/2020,BLL,74.18,2525000,03/08/2020,
09/2020,BLL,81.97,1972800,01/09/2020,
10/2020,BLL,82.6,1735100,01/10/2020,
11/2020,BLL,90.2,2428800,02/11/2020,
12/2020,BLL,96.82,2789300,01/12/2020,
01/2020,BAC,35.64,37614200,02/01/2020,
02/2020,BAC,32.97,48485500,03/02/2020,
03/2020,BAC,29.37,1.48E+08,02/03/2020,
04/2020,BAC,19.77,83961300,01/04/2020,
05/2020,BAC,23.08,51772600,01/05/2020,
06/2020,BAC,24.61,58375500,01/06/2020,
07/2020,BAC,23.26,57379900,01/07/2020,
08/2020,BAC,24.99,58284000,03/08/2020,
09/2020,BAC,25.71,46109200,01/09/2020,
10/2020,BAC,24.1,44782200,01/10/2020,
11/2020,BAC,24.08,59756400,02/11/2020,
12/2020,BAC,28.69,50255100,01/12/2020,
01/2020,BBWI,14.14,9148976,02/01/2020,
02/2020,BBWI,18.14,10898836,03/02/2020,
03/2020,BBWI,17.99,11830050,02/03/2020,
04/2020,BBWI,8.27,12528212,01/04/2020,
05/2020,BBWI,9.7,8300641,01/05/2020,
06/2020,BBWI,13.37,9432991,01/06/2020,
07/2020,BBWI,12.21,7752032,01/07/2020,
08/2020,BBWI,19.71,5829239,03/08/2020,
09/2020,BBWI,25.5,8935098,01/09/2020,
10/2020,BBWI,26.86,7228162,01/10/2020,
11/2020,BBWI,26.69,3319490,02/11/2020,
12/2020,BBWI,31.45,4278412,01/12/2020,
01/2020,BAX,85.87,2957800,02/01/2020,
02/2020,BAX,89.69,1498500,03/02/2020,
03/2020,BAX,87.18,3370100,02/03/2020,
04/2020,BAX,78.66,3017800,01/04/2020,
05/2020,BAX,87.84,2644900,01/05/2020,
06/2020,BAX,90.39,1768000,01/06/2020,
07/2020,BAX,87.31,2755900,01/07/2020,
08/2020,BAX,83.16,4450800,03/08/2020,
09/2020,BAX,85.55,3102700,01/09/2020,
10/2020,BAX,79.72,2110300,01/10/2020,
11/2020,BAX,78.67,2228800,02/11/2020,
12/2020,BAX,75.51,3037900,01/12/2020,
01/2020,BDX,272.54,1683800,02/01/2020,
02/2020,BDX,279.31,1782100,03/02/2020,
03/2020,BDX,245.32,2234200,02/03/2020,
04/2020,BDX,225.4,2003200,01/04/2020,
05/2020,BDX,251.87,1423200,01/05/2020,
06/2020,BDX,244.85,1164000,01/06/2020,
07/2020,BDX,241.53,1439600,01/07/2020,
08/2020,BDX,283.68,1215200,03/08/2020,
09/2020,BDX,240.84,1412500,01/09/2020,
10/2020,BDX,230.85,1214200,01/10/2020,
11/2020,BDX,234.79,1036800,02/11/2020,
12/2020,BDX,238.65,1681600,01/12/2020,
01/2020,BRK-B,228.39,3764000,02/01/2020,
02/2020,BRK-B,223.47,3525000,03/02/2020,
03/2020,BRK-B,217.63,10395800,02/03/2020,
04/2020,BRK-B,175.95,8682700,01/04/2020,
05/2020,BRK-B,182.67,7513700,01/05/2020,
06/2020,BRK-B,183.84,5718800,01/06/2020,
07/2020,BRK-B,177.99,4619800,01/07/2020,
08/2020,BRK-B,199.26,6251000,03/08/2020,
09/2020,BRK-B,218.55,4134300,01/09/2020,
10/2020,BRK-B,212.02,4758500,01/10/2020,
11/2020,BRK-B,204.31,5937500,02/11/2020,
12/2020,BRK-B,229.68,4442400,01/12/2020,
01/2020,BBY,87.31,2447500,02/01/2020,
02/2020,BBY,85.26,2170400,03/02/2020,
03/2020,BBY,79.61,3898300,02/03/2020,
04/2020,BBY,53.9,3620800,01/04/2020,
05/2020,BBY,72.26,2507300,01/05/2020,
06/2020,BBY,77.5,2250300,01/06/2020,
07/2020,BBY,87.35,2278900,01/07/2020,
08/2020,BBY,100.89,1596900,03/08/2020,
09/2020,BBY,113.5,2364400,01/09/2020,
10/2020,BBY,114.09,3631200,01/10/2020,
11/2020,BBY,115.72,2838700,02/11/2020,
12/2020,BBY,108.86,5330700,01/12/2020,
01/2020,BIO,372.16,150800,02/01/2020,
02/2020,BIO,364.01,110600,03/02/2020,
03/2020,BIO,368.95,264100,02/03/2020,
04/2020,BIO,334.87,148600,01/04/2020,
05/2020,BIO,431.79,205800,01/05/2020,
06/2020,BIO,492.42,152300,01/06/2020,
07/2020,BIO,454.43,209700,01/07/2020,
08/2020,BIO,531.04,159500,03/08/2020,
09/2020,BIO,509.66,160700,01/09/2020,
10/2020,BIO,520.81,148600,01/10/2020,
11/2020,BIO,591.02,150300,02/11/2020,
12/2020,BIO,557.28,384400,01/12/2020,
01/2020,TECH,219.46,117900,02/01/2020,
02/2020,TECH,207.25,361000,03/02/2020,
03/2020,TECH,197.64,216300,02/03/2020,
04/2020,TECH,185.43,189700,01/04/2020,
05/2020,TECH,227.54,497100,01/05/2020,
06/2020,TECH,262.06,215100,01/06/2020,
07/2020,TECH,266.01,193700,01/07/2020,
08/2020,TECH,278.87,252100,03/08/2020,
09/2020,TECH,257.44,230400,01/09/2020,
10/2020,TECH,248.71,202200,01/10/2020,
11/2020,TECH,260,134800,02/11/2020,
12/2020,TECH,304.94,207800,01/12/2020,
01/2020,BIIB,294.24,1178300,02/01/2020,
02/2020,BIIB,272.73,1257800,03/02/2020,
03/2020,BIIB,327.89,2364600,02/03/2020,
04/2020,BIIB,293.27,2177500,01/04/2020,
05/2020,BIIB,293.09,1538700,01/05/2020,
06/2020,BIIB,301.45,863000,01/06/2020,
07/2020,BIIB,264.77,1093800,01/07/2020,
08/2020,BIIB,278.16,976400,03/08/2020,
09/2020,BIIB,279.75,1254300,01/09/2020,
10/2020,BIIB,285.57,971600,01/10/2020,
11/2020,BIIB,248.99,1469500,02/11/2020,
12/2020,BIIB,243.16,1164200,01/12/2020,
01/2020,BLK,508.98,560400,02/01/2020,
02/2020,BLK,530.08,503100,03/02/2020,
03/2020,BLK,487.94,1278200,02/03/2020,
04/2020,BLK,409.54,1163700,01/04/2020,
05/2020,BLK,484.16,526300,01/05/2020,
06/2020,BLK,538.23,668000,01/06/2020,
07/2020,BLK,544.32,548600,01/07/2020,
08/2020,BLK,579.95,496400,03/08/2020,
09/2020,BLK,596.24,402800,01/09/2020,
10/2020,BLK,567.91,551300,01/10/2020,
11/2020,BLK,614.87,462400,02/11/2020,
12/2020,BLK,715.23,549500,01/12/2020,
01/2020,BK,50.92,2587200,02/01/2020,
02/2020,BK,45.21,6482200,03/02/2020,
03/2020,BK,40.96,11490700,02/03/2020,
04/2020,BK,32.7,7727200,01/04/2020,
05/2020,BK,36,4005200,01/05/2020,
06/2020,BK,37.7,2999900,01/06/2020,
07/2020,BK,37.59,5924000,01/07/2020,
08/2020,BK,36.03,4073900,03/08/2020,
09/2020,BK,37.21,3136000,01/09/2020,
10/2020,BK,34.17,8063900,01/10/2020,
11/2020,BK,35.1,5640000,02/11/2020,
12/2020,BK,39.46,6028400,01/12/2020,
01/2020,BA,333.32,4544400,02/01/2020,
02/2020,BA,316,4841800,03/02/2020,
03/2020,BA,289.27,11012300,02/03/2020,
04/2020,BA,130.7,41899700,01/04/2020,
05/2020,BA,133.37,36613100,01/05/2020,
06/2020,BA,151.39,27127300,01/06/2020,
07/2020,BA,180.32,49036700,01/07/2020,
08/2020,BA,162.27,38520500,03/08/2020,
09/2020,BA,172.1,18977300,01/09/2020,
10/2020,BA,167.86,30677100,01/10/2020,
11/2020,BA,148.6,13854600,02/11/2020,
12/2020,BA,213.01,15754200,01/12/2020,
01/2020,BKNG,2074.58,329000,02/01/2020,
02/2020,BKNG,1839.03,634600,03/02/2020,
03/2020,BKNG,1728.98,869200,02/03/2020,
04/2020,BKNG,1271.63,562800,01/04/2020,
05/2020,BKNG,1448.79,458500,01/05/2020,
06/2020,BKNG,1670.73,490100,01/06/2020,
07/2020,BKNG,1658.79,538800,01/07/2020,
08/2020,BKNG,1650.24,201300,03/08/2020,
09/2020,BKNG,1928.86,315900,01/09/2020,
10/2020,BKNG,1742.98,339500,01/10/2020,
11/2020,BKNG,1604.13,342700,02/11/2020,
12/2020,BKNG,2052.67,295100,01/12/2020,
01/2020,BWA,43.95,1189300,02/01/2020,
02/2020,BWA,34.38,3269400,03/02/2020,
03/2020,BWA,32.33,4148200,02/03/2020,
04/2020,BWA,22.66,4577100,01/04/2020,
05/2020,BWA,27.16,2448500,01/05/2020,
06/2020,BWA,33.26,2985900,01/06/2020,
07/2020,BWA,34.24,2593300,01/07/2020,
08/2020,BWA,36.93,2186400,03/08/2020,
09/2020,BWA,41.58,2673800,01/09/2020,
10/2020,BWA,39.54,6720900,01/10/2020,
11/2020,BWA,35.6,2930700,02/11/2020,
12/2020,BWA,38.71,2478900,01/12/2020,
01/2020,BXP,135.58,605700,02/01/2020,
02/2020,BXP,143.17,771400,03/02/2020,
03/2020,BXP,134.54,1327900,02/03/2020,
04/2020,BXP,85.25,1626300,01/04/2020,
05/2020,BXP,92.93,996600,01/05/2020,
06/2020,BXP,89,1118200,01/06/2020,
07/2020,BXP,90.05,716300,01/07/2020,
08/2020,BXP,86.24,986900,03/08/2020,
09/2020,BXP,85.36,825000,01/09/2020,
10/2020,BXP,82.83,885800,01/10/2020,
11/2020,BXP,76.05,1230000,02/11/2020,
12/2020,BXP,99.83,1196200,01/12/2020,
01/2020,BSX,45.33,6092400,02/01/2020,
02/2020,BSX,42.23,8763400,03/02/2020,
03/2020,BSX,38.27,14333700,02/03/2020,
04/2020,BSX,30.19,9990600,01/04/2020,
05/2020,BSX,35.99,7484800,01/05/2020,
06/2020,BSX,37.5,6174600,01/06/2020,
07/2020,BSX,35.28,7642700,01/07/2020,
08/2020,BSX,38,6145500,03/08/2020,
09/2020,BSX,41.47,7997300,01/09/2020,
10/2020,BSX,38.42,6098400,01/10/2020,
11/2020,BSX,34.55,14351800,02/11/2020,
12/2020,BSX,33.65,14410600,01/12/2020,
01/2020,BMY,63.34,13163700,02/01/2020,
02/2020,BMY,63.58,15986500,03/02/2020,
03/2020,BMY,60.34,19500300,02/03/2020,
04/2020,BMY,54.82,13441300,01/04/2020,
05/2020,BMY,60.26,15582800,01/05/2020,
06/2020,BMY,60.29,11507900,01/06/2020,
07/2020,BMY,59.43,11738300,01/07/2020,
08/2020,BMY,59.1,10337900,03/08/2020,
09/2020,BMY,60.97,12154000,01/09/2020,
10/2020,BMY,59.82,8747600,01/10/2020,
11/2020,BMY,59.49,10318500,02/11/2020,
12/2020,BMY,62.41,9870500,01/12/2020,
01/2020,AVGO,322.39,2032900,02/01/2020,
02/2020,AVGO,305.23,2128800,03/02/2020,
03/2020,AVGO,284.97,3197600,02/03/2020,
04/2020,AVGO,223.63,4185800,01/04/2020,
05/2020,AVGO,259.7,2683600,01/05/2020,
06/2020,AVGO,289.99,1844400,01/06/2020,
07/2020,AVGO,312.73,1566100,01/07/2020,
08/2020,AVGO,321.23,2079600,03/08/2020,
09/2020,AVGO,359.54,2920500,01/09/2020,
10/2020,AVGO,368.6,1601600,01/10/2020,
11/2020,AVGO,351.25,1175700,02/11/2020,
12/2020,AVGO,404.57,1818100,01/12/2020,
01/2020,BR,123.78,391200,02/01/2020,
02/2020,BR,116.43,1291600,03/02/2020,
03/2020,BR,106.25,2429100,02/03/2020,
04/2020,BR,91.32,1123000,01/04/2020,
05/2020,BR,113.06,503500,01/05/2020,
06/2020,BR,122.23,428300,01/06/2020,
07/2020,BR,127.27,539600,01/07/2020,
08/2020,BR,137.04,481900,03/08/2020,
09/2020,BR,139.35,373600,01/09/2020,
10/2020,BR,133.94,737100,01/10/2020,
11/2020,BR,140.77,643700,02/11/2020,
12/2020,BR,148.45,590300,01/12/2020,
01/2020,BRO,39.61,1354300,02/01/2020,
02/2020,BRO,45.61,2709800,03/02/2020,
03/2020,BRO,45.44,3366800,02/03/2020,
04/2020,BRO,34.44,2277500,01/04/2020,
05/2020,BRO,35.06,1402700,01/05/2020,
06/2020,BRO,40.24,1129400,01/06/2020,
07/2020,BRO,41.09,1266200,01/07/2020,
08/2020,BRO,45.53,930500,03/08/2020,
09/2020,BRO,46.69,725600,01/09/2020,
10/2020,BRO,44.94,995200,01/10/2020,
11/2020,BRO,44.5,943600,02/11/2020,
12/2020,BRO,45.61,1690700,01/12/2020,
01/2020,BF-B,67.06,1094000,02/01/2020,
02/2020,BF-B,68.74,833400,03/02/2020,
03/2020,BF-B,64.32,1160600,02/03/2020,
04/2020,BF-B,53.47,1610100,01/04/2020,
05/2020,BF-B,61.02,666400,01/05/2020,
06/2020,BF-B,65.52,836400,01/06/2020,
07/2020,BF-B,64.52,963900,01/07/2020,
08/2020,BF-B,69.06,530000,03/08/2020,
09/2020,BF-B,72.6,943400,01/09/2020,
10/2020,BF-B,75.48,881100,01/10/2020,
11/2020,BF-B,70.86,847200,02/11/2020,
12/2020,BF-B,81.6,857300,01/12/2020,
01/2020,CHRW,77.83,1258800,02/01/2020,
02/2020,CHRW,72.01,1542900,03/02/2020,
03/2020,CHRW,70.09,1786200,02/03/2020,
04/2020,CHRW,66.57,2847500,01/04/2020,
05/2020,CHRW,70.83,1785400,01/05/2020,
06/2020,CHRW,80.66,1115400,01/06/2020,
07/2020,CHRW,79.09,1579200,01/07/2020,
08/2020,CHRW,93.54,1714100,03/08/2020,
09/2020,CHRW,99.22,930900,01/09/2020,
10/2020,CHRW,101.22,936400,01/10/2020,
11/2020,CHRW,87.34,1800200,02/11/2020,
12/2020,CHRW,93.83,1716100,01/12/2020,
01/2020,CDNS,71.44,1410700,02/01/2020,
02/2020,CDNS,72.83,1405900,03/02/2020,
03/2020,CDNS,68.36,2711100,02/03/2020,
04/2020,CDNS,65.24,2824100,01/04/2020,
05/2020,CDNS,75.84,2894600,01/05/2020,
06/2020,CDNS,91.68,2119300,01/06/2020,
07/2020,CDNS,97.07,2360000,01/07/2020,
08/2020,CDNS,111.77,1808400,03/08/2020,
09/2020,CDNS,113.98,1544100,01/09/2020,
10/2020,CDNS,108.63,1837400,01/10/2020,
11/2020,CDNS,110.51,1645400,02/11/2020,
12/2020,CDNS,115.65,2127600,01/12/2020,
01/2020,CZR,59.51,1576400,02/01/2020,
02/2020,CZR,60.9,850800,03/02/2020,
03/2020,CZR,45.43,7779300,02/03/2020,
04/2020,CZR,11.69,6823800,01/04/2020,
05/2020,CZR,18.84,7015900,01/05/2020,
06/2020,CZR,36.09,6835700,01/06/2020,
07/2020,CZR,40.86,5446900,01/07/2020,
08/2020,CZR,32.22,3588700,03/08/2020,
09/2020,CZR,46.86,3975200,01/09/2020,
10/2020,CZR,57.1,7296000,01/10/2020,
11/2020,CZR,46.66,2937200,02/11/2020,
12/2020,CZR,67.84,2388400,01/12/2020,
01/2020,CPB,48.49,1730300,02/01/2020,
02/2020,CPB,48.87,1137300,03/02/2020,
03/2020,CPB,47.98,4573600,02/03/2020,
04/2020,CPB,45.98,2728900,01/04/2020,
05/2020,CPB,50.41,1911500,01/05/2020,
06/2020,CPB,51.72,3166800,01/06/2020,
07/2020,CPB,49.31,1434100,01/07/2020,
08/2020,CPB,49.71,2127500,03/08/2020,
09/2020,CPB,51.4,3060900,01/09/2020,
10/2020,CPB,48.52,2396100,01/10/2020,
11/2020,CPB,47.68,2348800,02/11/2020,
12/2020,CPB,50.25,1910200,01/12/2020,
01/2020,COF,103.61,1603000,02/01/2020,
02/2020,COF,99.75,2113500,03/02/2020,
03/2020,COF,91.47,4111800,02/03/2020,
04/2020,COF,44.68,7349300,01/04/2020,
05/2020,COF,61.58,6249100,01/05/2020,
06/2020,COF,68.99,4604000,01/06/2020,
07/2020,COF,60.7,3404500,01/07/2020,
08/2020,COF,63.49,1792200,03/08/2020,
09/2020,COF,68.58,1523700,01/09/2020,
10/2020,COF,72.93,2798000,01/10/2020,
11/2020,COF,75.68,2602300,02/11/2020,
12/2020,COF,89.7,2753100,01/12/2020,
01/2020,CAH,50.09,2824600,02/01/2020,
02/2020,CAH,51.26,1905500,03/02/2020,
03/2020,CAH,54.02,4630300,02/03/2020,
04/2020,CAH,47.71,3426400,01/04/2020,
05/2020,CAH,47.42,2235600,01/05/2020,
06/2020,CAH,54.7,1247800,01/06/2020,
07/2020,CAH,51.68,1633700,01/07/2020,
08/2020,CAH,58.04,2856100,03/08/2020,
09/2020,CAH,49.34,2032400,01/09/2020,
10/2020,CAH,46.08,2115000,01/10/2020,
11/2020,CAH,47.52,2496400,02/11/2020,
12/2020,CAH,54.03,2231400,01/12/2020,
01/2020,KMX,89.51,2038800,02/01/2020,
02/2020,KMX,95.06,1816700,03/02/2020,
03/2020,KMX,89.74,1827600,02/03/2020,
04/2020,KMX,52.36,3424700,01/04/2020,
05/2020,KMX,71.07,2088200,01/05/2020,
06/2020,KMX,90.09,1735000,01/06/2020,
07/2020,KMX,89.02,935000,01/07/2020,
08/2020,KMX,97.4,892600,03/08/2020,
09/2020,KMX,108.58,1087700,01/09/2020,
10/2020,KMX,93.49,1764600,01/10/2020,
11/2020,KMX,89.08,1174100,02/11/2020,
12/2020,KMX,96.14,1301800,01/12/2020,
01/2020,CCL,51.31,4201000,02/01/2020,
02/2020,CCL,42.75,8341500,03/02/2020,
03/2020,CCL,33.06,19716200,02/03/2020,
04/2020,CCL,8.8,1.83E+08,01/04/2020,
05/2020,CCL,13.93,63622500,01/05/2020,
06/2020,CCL,16.8,42436400,01/06/2020,
07/2020,CCL,16.36,37215100,01/07/2020,
08/2020,CCL,13.07,34967500,03/08/2020,
09/2020,CCL,16.51,26417100,01/09/2020,
10/2020,CCL,15.03,28158400,01/10/2020,
11/2020,CCL,13.55,31928100,02/11/2020,
12/2020,CCL,20.15,47884200,01/12/2020,
01/2020,CARR,,,02/01/2020,
02/2020,CARR,,,03/02/2020,
03/2020,CARR,,,02/03/2020,
04/2020,CARR,15.05,2998900,01/04/2020,
05/2020,CARR,16.77,10727200,01/05/2020,
06/2020,CARR,21.82,7695700,01/06/2020,
07/2020,CARR,22.61,9181500,01/07/2020,
08/2020,CARR,27.62,4115900,03/08/2020,
09/2020,CARR,30.3,2778500,01/09/2020,
10/2020,CARR,30.77,3730300,01/10/2020,
11/2020,CARR,35.1,6313000,02/11/2020,
12/2020,CARR,37.6,6595200,01/12/2020,
01/2020,CTLT,56.6,703400,02/01/2020,
02/2020,CTLT,61.65,1544900,03/02/2020,
03/2020,CTLT,53.34,1431500,02/03/2020,
04/2020,CTLT,48.02,1167900,01/04/2020,
05/2020,CTLT,66.61,1331700,01/05/2020,
06/2020,CTLT,76.64,1116600,01/06/2020,
07/2020,CTLT,73.37,1069500,01/07/2020,
08/2020,CTLT,90.17,993400,03/08/2020,
09/2020,CTLT,90.68,1432200,01/09/2020,
10/2020,CTLT,86.33,892200,01/10/2020,
11/2020,CTLT,88.53,851600,02/11/2020,
12/2020,CTLT,95.77,1959300,01/12/2020,
01/2020,CAT,150.53,3311900,02/01/2020,
02/2020,CAT,129.77,4385300,03/02/2020,
03/2020,CAT,127.6,6100200,02/03/2020,
04/2020,CAT,111.35,6847000,01/04/2020,
05/2020,CAT,110.88,3960400,01/05/2020,
06/2020,CAT,120.5,2131300,01/06/2020,
07/2020,CAT,126.06,2807800,01/07/2020,
08/2020,CAT,131.78,2851100,03/08/2020,
09/2020,CAT,146.05,2673900,01/09/2020,
10/2020,CAT,146.71,2157400,01/10/2020,
11/2020,CAT,163.27,4072400,02/11/2020,
12/2020,CAT,173.26,2710200,01/12/2020,
01/2020,CBOE,119.52,460700,02/01/2020,
02/2020,CBOE,123.86,530300,03/02/2020,
03/2020,CBOE,118.18,1232900,02/03/2020,
04/2020,CBOE,88.18,999700,01/04/2020,
05/2020,CBOE,94.01,958600,01/05/2020,
06/2020,CBOE,105.08,534200,01/06/2020,
07/2020,CBOE,96.46,1077900,01/07/2020,
08/2020,CBOE,86.33,862900,03/08/2020,
09/2020,CBOE,90.07,736900,01/09/2020,
10/2020,CBOE,88.59,613200,01/10/2020,
11/2020,CBOE,83.37,827900,02/11/2020,
12/2020,CBOE,93.45,847700,01/12/2020,
01/2020,CBRE,61.48,1326700,02/01/2020,
02/2020,CBRE,62.02,1019100,03/02/2020,
03/2020,CBRE,58.19,1817200,02/03/2020,
04/2020,CBRE,35.74,3207100,01/04/2020,
05/2020,CBRE,39.7,2208000,01/05/2020,
06/2020,CBRE,44.14,1331300,01/06/2020,
07/2020,CBRE,44.85,1597700,01/07/2020,
08/2020,CBRE,41.35,2808700,03/08/2020,
09/2020,CBRE,47.77,984900,01/09/2020,
10/2020,CBRE,47.4,1993400,01/10/2020,
11/2020,CBRE,52.67,2650600,02/11/2020,
12/2020,CBRE,61.64,1497900,01/12/2020,
01/2020,CDW,143.88,1333700,02/01/2020,
02/2020,CDW,132.89,1618000,03/02/2020,
03/2020,CDW,119.98,2087700,02/03/2020,
04/2020,CDW,88.83,1531800,01/04/2020,
05/2020,CDW,106.82,823500,01/05/2020,
06/2020,CDW,111.91,607100,01/06/2020,
07/2020,CDW,115.53,880300,01/07/2020,
08/2020,CDW,117.46,537300,03/08/2020,
09/2020,CDW,112.59,1097000,01/09/2020,
10/2020,CDW,123.5,1000800,01/10/2020,
11/2020,CDW,126.45,1247600,02/11/2020,
12/2020,CDW,132.02,985800,01/12/2020,
01/2020,CE,121.43,908100,02/01/2020,
02/2020,CE,104.76,1508100,03/02/2020,
03/2020,CE,96.37,1434700,02/03/2020,
04/2020,CE,68.05,1117100,01/04/2020,
05/2020,CE,79.31,898900,01/05/2020,
06/2020,CE,89.34,1037900,01/06/2020,
07/2020,CE,85.73,956300,01/07/2020,
08/2020,CE,96.48,1120200,03/08/2020,
09/2020,CE,105.17,917100,01/09/2020,
10/2020,CE,106.04,733700,01/10/2020,
11/2020,CE,117.5,1161100,02/11/2020,
12/2020,CE,130.32,993800,01/12/2020,
01/2020,CNC,61.88,4969200,02/01/2020,
02/2020,CNC,62.88,7306800,03/02/2020,
03/2020,CNC,55.44,9814500,02/03/2020,
04/2020,CNC,56.12,4849700,01/04/2020,
05/2020,CNC,64.97,3449800,01/05/2020,
06/2020,CNC,65.7,2742700,01/06/2020,
07/2020,CNC,65.41,4312900,01/07/2020,
08/2020,CNC,63.1,4564200,03/08/2020,
09/2020,CNC,61.37,3073800,01/09/2020,
10/2020,CNC,58.82,3852200,01/10/2020,
11/2020,CNC,62.38,6584300,02/11/2020,
12/2020,CNC,62.87,4467200,01/12/2020,
01/2020,CNP,26.95,3385800,02/01/2020,
02/2020,CNP,26.34,5998600,03/02/2020,
03/2020,CNP,23.75,7324600,02/03/2020,
04/2020,CNP,14.12,9715400,01/04/2020,
05/2020,CNP,16.46,3554100,01/05/2020,
06/2020,CNP,18.05,7148700,01/06/2020,
07/2020,CNP,19.27,10663700,01/07/2020,
08/2020,CNP,19.32,5847100,03/08/2020,
09/2020,CNP,20,3018800,01/09/2020,
10/2020,CNP,19.4,3313600,01/10/2020,
11/2020,CNP,21.47,5072500,02/11/2020,
12/2020,CNP,22.83,7136900,01/12/2020,
01/2020,CDAY,70.02,1294000,02/01/2020,
02/2020,CDAY,75.05,1004500,03/02/2020,
03/2020,CDAY,74.21,2283500,02/03/2020,
04/2020,CDAY,46,1367200,01/04/2020,
05/2020,CDAY,56.7,1900700,01/05/2020,
06/2020,CDAY,71.81,1847900,01/06/2020,
07/2020,CDAY,84.14,2681000,01/07/2020,
08/2020,CDAY,82.27,1101700,03/08/2020,
09/2020,CDAY,83.68,1330600,01/09/2020,
10/2020,CDAY,83.48,1354700,01/10/2020,
11/2020,CDAY,84.09,839000,02/11/2020,
12/2020,CDAY,95.04,954800,01/12/2020,
01/2020,CERN,73.62,2472300,02/01/2020,
02/2020,CERN,73.17,2504600,03/02/2020,
03/2020,CERN,72.55,3179800,02/03/2020,
04/2020,CERN,60.71,2199700,01/04/2020,
05/2020,CERN,66.71,2079700,01/05/2020,
06/2020,CERN,72.59,1994200,01/06/2020,
07/2020,CERN,69.49,2089900,01/07/2020,
08/2020,CERN,68.82,1902800,03/08/2020,
09/2020,CERN,72.47,1034800,01/09/2020,
10/2020,CERN,72.31,1402700,01/10/2020,
11/2020,CERN,71.87,1132800,02/11/2020,
12/2020,CERN,75.37,1308700,01/12/2020,
01/2020,CF,46.4,2653500,02/01/2020,
02/2020,CF,39.75,2850500,03/02/2020,
03/2020,CF,38.22,4818900,02/03/2020,
04/2020,CF,25.85,4352000,01/04/2020,
05/2020,CF,26.61,2404500,01/05/2020,
06/2020,CF,29.59,1628100,01/06/2020,
07/2020,CF,28.54,2582000,01/07/2020,
08/2020,CF,31.45,3977400,03/08/2020,
09/2020,CF,33.41,1670600,01/09/2020,
10/2020,CF,29.88,1981100,01/10/2020,
11/2020,CF,28.07,2695500,02/11/2020,
12/2020,CF,37.5,2424300,01/12/2020,
01/2020,CRL,153.89,337200,02/01/2020,
02/2020,CRL,155.3,261700,03/02/2020,
03/2020,CRL,164.3,790400,02/03/2020,
04/2020,CRL,119.61,378200,01/04/2020,
05/2020,CRL,138.59,355400,01/05/2020,
06/2020,CRL,179.82,337000,01/06/2020,
07/2020,CRL,175.56,336700,01/07/2020,
08/2020,CRL,207.57,401700,03/08/2020,
09/2020,CRL,216.05,371100,01/09/2020,
10/2020,CRL,230.46,414400,01/10/2020,
11/2020,CRL,232.82,474800,02/11/2020,
12/2020,CRL,237.26,224900,01/12/2020,
01/2020,SCHW,48.23,5644800,02/01/2020,
02/2020,SCHW,45.68,10490500,03/02/2020,
03/2020,SCHW,41.98,21834000,02/03/2020,
04/2020,SCHW,32.96,11700200,01/04/2020,
05/2020,SCHW,36.45,8176600,01/05/2020,
06/2020,SCHW,36.51,7469800,01/06/2020,
07/2020,SCHW,33.02,21721400,01/07/2020,
